created_at,Date,Week,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name_1,user_statuses_count,user_time_zone,user_urls,user_verified,month,year
Fri Feb 07 19:04:35 +0000 2020,7-Feb,week 1,NA,NA,https://twitter.com/i/broadcasts/1ynJOpQarjvxR,0,1.23E+18,NA,NA,NA,en,NA,FALSE,209,1.23E+18,HHSGov,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @HHSGov: LIVE: Press briefing with @SecAzar and other members of @POTUS’s Coronavirus Task Force. https://t.co/kvkkwmtnxH,https://twitter.com/CDCgov/status/1225857910410006528,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Sat Feb 08 20:26:22 +0000 2020,8-Feb,week 2,coronavirus,NA,NA,0,1.23E+18,NA,NA,NA,en,NA,NA,178,1.23E+18,CDCDirector,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CDCDirector: We at CDC offer our condolences to the family of the American citizen who lost his life to novel #coronavirus while in Wuh…,https://twitter.com/CDCgov/status/1226240877082755072,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Mon Feb 10 15:40:04 +0000 2020,10-Feb,week 2,FluView flu antivirals,https://twitter.com/CDCgov/status/1226893602678300672/photo/1,https://bit.ly/2AfIS02,211,1.23E+18,NA,NA,NA,en,NA,FALSE,215,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","The latest #FluView shows New York City, Puerto Rico and 45 states experiencing high #flu activity. Prompt treatment with #antivirals is recommended for people who have suspected flu infection and are at high risk of serious flu complications. https://t.co/s9XLYIzBXD https://t.co/XkNEz4uk23",https://twitter.com/CDCgov/status/1226893602678300672,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Mon Feb 10 16:44:04 +0000 2020,10-Feb,week 2,Coronavirus,NA,NA,0,1.23E+18,NA,NA,NA,en,NA,NA,88,1.23E+18,IDSAInfo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @IDSAInfo: NEW PODCAST🎙️#Coronavirus: What's Happening Now

Leading health experts, Dr. Daniel Lucey, FIDSA (@gumedcenter), Dr. Matthew…",https://twitter.com/CDCgov/status/1226909709795500032,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Mon Feb 10 18:25:04 +0000 2020,10-Feb,week 2,2019nCoV,https://twitter.com/CDCgov/status/1226935127177154560/photo/1,https://bit.ly/38zjnYo,422,1.23E+18,NA,NA,NA,en,NA,FALSE,425,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","If you’ve recently returned from China, know the symptoms of #2019nCoV. These include mild to severe respiratory illness with 
• Fever
• Cough
• Shortness of breath.
See https://t.co/ehL8kmRHaN https://t.co/iU7hpV8fIO",https://twitter.com/CDCgov/status/1226935127177154560,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Tue Feb 11 15:46:02 +0000 2020,11-Feb,week 2,NA,https://twitter.com/CDCgov/status/1227257493811757056/photo/1,https://bit.ly/31Hy35E,91,1.23E+18,NA,NA,NA,en,NA,FALSE,61,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Parents: From their first steps to their first day of middle school, you can help your children stay protected against serious diseases.  

Use CDC’s recommended immunization schedule to help keep track of the vaccines they need: https://t.co/1bJHbU8lz2. https://t.co/QTINhhPMqU",https://twitter.com/CDCgov/status/1227257493811757056,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Tue Feb 11 20:48:44 +0000 2020,11-Feb,week 2,NA,https://twitter.com/CDCgov/status/1227333670442295296/photo/1,NA,582,1.23E+18,NA,NA,NA,en,NA,FALSE,415,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Though few cases have been found in the U.S., CDC continues to prepare for the possibility that 2019-nCoV will begin to spread widely in the community. https://t.co/YtEC11C0o2",https://twitter.com/CDCgov/status/1227333670442295296,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Wed Feb 12 15:29:00 +0000 2020,12-Feb,week 2,COVID19,https://twitter.com/CDCgov/status/1227615594163449856/video/1,https://bit.ly/37Ay6Cm,751,1.23E+18,NA,NA,NA,en,NA,FALSE,728,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Take simple daily precautions to help prevent the spread of respiratory illnesses like Coronavirus Disease 2019. Learn more about #COVID19  prevention at https://t.co/uArGZTrH5L. https://t.co/KDhVXGcQhH,https://twitter.com/CDCgov/status/1227615594163449856,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Wed Feb 12 16:56:03 +0000 2020,12-Feb,week 2,HeartMonth,https://twitter.com/CDCgov/status/1227637500723814400/photo/1,https://bit.ly/2tOG3oU,107,1.23E+18,NA,NA,NA,en,NA,FALSE,77,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Vaccination is an important part of maintaining a heart-healthy lifestyle. 

This American #HeartMonth, learn how you can help protect yourself or someone you love with heart disease from vaccine-preventable diseases: https://t.co/NucZMdx74j. https://t.co/qpm7H0Ixan",https://twitter.com/CDCgov/status/1227637500723814400,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
Thu Feb 13 17:18:43 +0000 2020,13-Feb,week 2,COVID19,https://twitter.com/CDCgov/status/1228005592100483072/photo/1,https://bit.ly/2P6JQ8D,247,1.23E+18,NA,NA,NA,en,NA,FALSE,280,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CDC and @TexasDSHS confirm a traveler returned from China and quarantined at the Joint Base San Antonio-Lackland tested positive for new coronavirus. This #COVID19 case is the 15th reported in the US. https://t.co/yf8RlBdegy https://t.co/IKe0RuXXby,https://twitter.com/CDCgov/status/1228005592100483072,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515383,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Feb,2020
