created_at,Date,Week,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name_1,user_statuses_count,user_time_zone,user_urls,user_verified,month,year
Thu Mar 05 13:57:32 +0000 2020,5-Mar,week 5,NA,NA,NA,0,1.24E+18,NA,NA,NA,en,NA,NA,223,1.24E+18,SecAzar,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @SecAzar: State &amp; local governments are the backbone of our public health system. They have been essential partners in the ongoing work…,https://twitter.com/CDCgov/status/1235565111584096256,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Thu Mar 05 16:48:08 +0000 2020,5-Mar,week 5,COVID19,https://twitter.com/CDCgov/status/1235608041074155520/photo/1,https://bit.ly/2HqjXft,909,1.24E+18,NA,NA,NA,en,NA,FALSE,839,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","If you have traveled and feel sick with fever, cough, or have difficulty breathing, call your doctor and avoid contact with others. For more #COVID19 frequently asked travel questions visit: https://t.co/oWKzAemLLE. https://t.co/fqzBDRadxr",https://twitter.com/CDCgov/status/1235608041074155520,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Thu Mar 05 19:25:00 +0000 2020,5-Mar,week 5,COVID19,https://twitter.com/CDCgov/status/1235647518198857728/video/1,https://bit.ly/37Ay6Cm,1169,1.24E+18,NA,NA,NA,en,NA,FALSE,984,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","To protect yourself from #COVID19, avoid being exposed to the virus and use everyday prevention action to prevent the spread of respiratory virus: 
1) cover your cough
2) wash your hands
3) stay home when sick
https://t.co/uArGZTrH5L https://t.co/6KgyMnpoUW",https://twitter.com/CDCgov/status/1235647518198857728,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Thu Mar 05 21:06:20 +0000 2020,5-Mar,week 5,flu antivirals,NA,NA,0,1.24E+18,NA,NA,NA,en,NA,NA,112,1.24E+18,CDCFlu,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CDCFlu: Early treatment with #flu #antivirals can shorten the duration of symptoms &amp; may reduce the risk of some complications. 

If yo…",https://twitter.com/CDCgov/status/1235673020632567808,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Thu Mar 05 22:11:22 +0000 2020,5-Mar,week 5,COVID19,NA,https://bit.ly/2TrXBRE,348,1.24E+18,CDCgov,1.24E+18,146569971,en,NA,FALSE,276,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Your household plan for #COVID19 should include 1) talking with your neighbors about emergency planning, 2) identifying aid organizations in your community, &amp; 3) creating an emergency contact list. Learn more: https://t.co/isBYfXNv5A.",https://twitter.com/CDCgov/status/1235689385196126208,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Fri Mar 06 16:34:02 +0000 2020,6-Mar,week 5,COVID19,https://twitter.com/CDCgov/status/1235966881972006912/photo/1,https://bit.ly/2TrXBRE,715,1.24E+18,NA,NA,NA,en,NA,FALSE,554,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Be prepared if your child’s school or childcare facility is temporarily dismissed due to a #COVID19 outbreak in your community. Learn about the emergency operations plan at your child’s school or childcare facility. For additional family preparedness info: https://t.co/isBYfXNv5A https://t.co/aG5tzNXW6b,https://twitter.com/CDCgov/status/1235966881972006912,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sat Mar 07 15:04:00 +0000 2020,7-Mar,week 5,COVID19,https://twitter.com/CDCgov/status/1236306611527798784/video/1,https://bit.ly/36oxxu7,1595,1.24E+18,NA,NA,NA,en,NA,FALSE,1312,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Current understanding is #COVID19 spreads mostly from person to person through respiratory droplets produced when a person coughs or sneezes, similar to how flu spreads. Learn more at https://t.co/TqiKAWqYJu. https://t.co/S537okD3Jl",https://twitter.com/CDCgov/status/1236306611527798784,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sat Mar 07 22:05:53 +0000 2020,7-Mar,week 5,NA,https://twitter.com/CDCgov/status/1236412783387906048/photo/1,https://bit.ly/38ofRQc,1327,1.24E+18,NA,NA,NA,en,NA,FALSE,1155,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Older adults &amp; people with severe chronic medical conditions like heart, lung, or kidney disease seem to be at higher risk for more serious COVID-19 illness. https://t.co/SlDrVXXfCz https://t.co/MRCCeMuVrq",https://twitter.com/CDCgov/status/1236412783387906048,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sat Mar 07 22:05:54 +0000 2020,7-Mar,week 5,COVID19,NA,https://bit.ly/38ofRQc,724,1.24E+18,CDCgov,1.24E+18,146569971,en,NA,FALSE,548,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Prepare for the possibility of a #COVID19 outbreak in your community &amp; learn ways to support older adults in your family and your community. See: https://t.co/SlDrVXXfCz.,https://twitter.com/CDCgov/status/1236412784855994368,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sun Mar 08 18:07:02 +0000 2020,8-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1236715062871670784/photo/1,https://bit.ly/2TrXBRE,741,1.24E+18,NA,NA,NA,en,NA,FALSE,580,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Plan for potential changes at your workplace due to a #COVID19 outbreak in your community. Learn about your employer’s emergency operations plan and discuss sick-leave policies and telework options. Get more information: https://t.co/isBYfXNv5A. https://t.co/hrQaOg1hA3,https://twitter.com/CDCgov/status/1236715062871670784,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sun Mar 08 21:32:02 +0000 2020,8-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1236766650382397440/photo/1,https://bit.ly/38ofRQc,1825,1.24E+18,NA,NA,NA,en,NA,FALSE,1493,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Older adults &amp; ppl w/ severe chronic medical conditions like heart, lung, or kidney disease seem to be at higher risk for more serious COVID-19 illness. Learn ways to support older adults in your family &amp; community if there is a #COVID19 outbreak: https://t.co/SlDrVXXfCz. https://t.co/W527QKLdus",https://twitter.com/CDCgov/status/1236766650382397440,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Mon Mar 09 13:27:59 +0000 2020,9-Mar,week 6,NA,NA,NA,0,1.24E+18,NA,NA,NA,en,NA,NA,74,1.24E+18,SHEA_Epi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @SHEA_Epi: SHEA’s Board of Trustees has decided to cancel Decennial 2020. Bear with us as we reimagine the future of the meeting in this…,https://twitter.com/CDCgov/status/1237007223282425856,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Mon Mar 09 15:58:42 +0000 2020,9-Mar,week 6,NA,NA,https://bit.ly/2TrXBRE,338,1.24E+18,CDCgov,1.24E+18,146569971,en,NA,FALSE,245,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Choose a room in your home that can be used to separate sick household members from those who are healthy. Protect yourself and others. Get more information about creating a household plan of action: https://t.co/isBYfXNv5A.,https://twitter.com/CDCgov/status/1237045153354915840,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Mon Mar 09 18:48:02 +0000 2020,9-Mar,week 6,COVID19 COVID19,https://twitter.com/CDCgov/status/1237087766841827328/photo/1,https://bit.ly/2TQdRLs,296,1.24E+18,NA,NA,NA,en,NA,FALSE,219,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Childcare Programs &amp; K-12 school administrators: Support your community by sharing #COVID19 resources &amp; plans with students, families &amp; staff. Read CDC recommendations to help prevent the spread of #COVID19 in case of an outbreak in your community: https://t.co/X7E5r0kYR3. https://t.co/7oSvNajPD1",https://twitter.com/CDCgov/status/1237087766841827328,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Mon Mar 09 21:28:27 +0000 2020,9-Mar,week 6,COVID19,NA,https://bit.ly/38ofRQc,625,1.24E+18,CDCgov,1.24E+18,146569971,en,NA,FALSE,550,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As the outbreak continues, many people in the United States will at some point in time, either this year or next, be exposed to #COVID19; it’s likely many will become sick but most people likely will have mild illness. https://t.co/SlDrVXXfCz",https://twitter.com/CDCgov/status/1237128138724978688,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Mon Mar 09 21:30:10 +0000 2020,9-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1237128571988127744/video/1,https://bit.ly/38ofRQc,1992,1.24E+18,NA,NA,NA,en,NA,FALSE,1715,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Older adults and people of all ages with severe chronic medical conditions are more likely to develop serious outcomes, including death, if infected with #COVID19. See CDC guidance for people who are at higher risk for serious illness: https://t.co/SlDrVXXfCz. https://t.co/ecV4Uly1JH",https://twitter.com/CDCgov/status/1237128571988127744,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Tue Mar 10 16:24:00 +0000 2020,10-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1237413907553079296/video/1,https://bit.ly/2xaJIyN,665,1.24E+18,NA,NA,NA,en,NA,FALSE,508,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Working at a polling station? Help reduce the risk of exposure to respiratory diseases, like #COVID19, by routinely cleaning and disinfecting frequently touched surfaces &amp; voting associated electronics. Learn more: https://t.co/ZjeKiqG5jG. https://t.co/TVzP0ZisnH",https://twitter.com/CDCgov/status/1237413907553079296,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Wed Mar 11 15:25:00 +0000 2020,11-Mar,week 6,NA,https://twitter.com/CDCgov/status/1237761447515521024/video/1,https://www.cdc.gov/handwashing,17097,1.24E+18,NA,NA,NA,en,NA,FALSE,8176,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Clean hands keep you healthy and can stop germs from spreading to others. What you need to know about handwashing: https://t.co/uXE4Y10iCK https://t.co/B5LHQ1j3s8,https://twitter.com/CDCgov/status/1237761447515521024,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Wed Mar 11 18:46:02 +0000 2020,11-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1237812040355450880/photo/1,http://bit.ly/AskCDCCOVID19,8964,1.24E+18,NA,NA,NA,en,NA,FALSE,3311,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Join CDC for a Twitter Q&amp;A on #COVID19. CDC Deputy Director for Infectious Diseases, Dr. Jay Butler, will answer questions about coronavirus this Friday, March 13. Join us on Twitter to ask your question now: https://t.co/qrET3VzhxS. https://t.co/ePEsP9NXRh",https://twitter.com/CDCgov/status/1237812040355450880,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Wed Mar 11 19:40:00 +0000 2020,11-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1237825620387565568/video/1,https://bit.ly/2IAEkr5,14833,1.24E+18,NA,NA,NA,en,NA,FALSE,6790,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Older adults &amp; people with a severe chronic medical condition: Prepare in advance for the possibility of a #COVID19 outbreak in your community. Take extra measures to put distance between yourself &amp; other people to reduce your risk of being exposed. https://t.co/juMv7K6bdZ https://t.co/Z1ZXIrGAjW,https://twitter.com/CDCgov/status/1237825620387565568,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Thu Mar 12 19:15:04 +0000 2020,12-Mar,week 6,Caregivers COVID19,https://twitter.com/CDCgov/status/1238181735143219200/photo/1,https://bit.ly/38ofRQc,1639,1.24E+18,NA,NA,NA,en,NA,FALSE,1005,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","#Caregivers: Older adults and people with severe chronic health conditions may be at higher risk for more serious #COVID19 illness. Watch for  symptoms such as fever, cough, and shortness of breath, and for emergency warning signs. Find out more: https://t.co/SlDrVXXfCz. https://t.co/dwOfVZ1GKD",https://twitter.com/CDCgov/status/1238181735143219200,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Fri Mar 13 15:01:05 +0000 2020,13-Mar,week 6,COVID19 askCDC,NA,NA,974,1.24E+18,NA,NA,NA,en,NA,NA,729,NA,NA,"<a href=""http://media.twitter.com"" rel=""nofollow"">Twitter VIT App for iOS</a>","Our #COVID19 Twitter Q&amp;A with CDC’s Deputy Director for Infectious Diseases, Dr. Jay Butler, starts now:
 #askCDC",https://twitter.com/CDCgov/status/1238480207230701568,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Fri Mar 13 15:26:36 +0000 2020,13-Mar,week 6,askCDC,https://twitter.com/CDCgov/status/1238486628970254336/video/1,NA,119,1.24E+18,CDCgov,1.24E+18,146569971,en,NA,FALSE,87,NA,NA,"<a href=""http://media.twitter.com"" rel=""nofollow"">Twitter VIT App for iOS</a>","Q: #askCDC Any recommendations for domestic travels, as many passengers from high-risk countries have landed in numerous regional airports?
- @eatrightchef

A: https://t.co/knkIkmZFzy",https://twitter.com/CDCgov/status/1238486628970254336,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Fri Mar 13 15:39:46 +0000 2020,13-Mar,week 6,askCDC,https://twitter.com/CDCgov/status/1238489942264815616/video/1,NA,267,1.24E+18,CDCgov,1.24E+18,146569971,en,NA,FALSE,160,NA,NA,"<a href=""http://media.twitter.com"" rel=""nofollow"">Twitter VIT App for iOS</a>","Q: #askCDC  Which medicine  can Be used against  Corana virus?
- @JKap121

A: https://t.co/RQEBg22fCb",https://twitter.com/CDCgov/status/1238489942264815616,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Fri Mar 13 16:15:54 +0000 2020,13-Mar,week 6,COVID19 coronavirus askCDC,https://twitter.com/CDCgov/status/1238499033024548864/video/1,NA,246,1.24E+18,CDCgov,1.24E+18,146569971,en,NA,FALSE,175,NA,NA,"<a href=""http://media.twitter.com"" rel=""nofollow"">Twitter VIT App for iOS</a>","Q: #COVID19 #coronavirus #askCDC I keep hearing that many people will get only a mild case but nothing about what should be done about it. Stay home until fever free for 24 hours and then go back to normal life? Or are there still risks of spreading it?
- @Meganhalla

A: https://t.co/POP3a6OyC3",https://twitter.com/CDCgov/status/1238499033024548864,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Fri Mar 13 17:35:38 +0000 2020,13-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1238519097832456192/photo/1,https://bit.ly/2TrXBRE,1149,1.24E+18,NA,NA,NA,en,NA,FALSE,879,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Local healthcare systems are preparing for the possibility of a #COVID19 outbreak in your community. You can too. Develop a plan for home-based actions. https://t.co/isBYfXNv5A. https://t.co/jv28EAzIeE,https://twitter.com/CDCgov/status/1238519097832456192,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sat Mar 14 14:55:00 +0000 2020,14-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1238841061277040640/video/1,https://bit.ly/2IAEkr5,2076,1.24E+18,NA,NA,NA,en,NA,FALSE,1496,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Older adults and people w/ severe chronic medical conditions may be at higher risk for severe illness from #COVID19. If you or a loved one are at increased risk of getting COVID-19, act now: stay home when possible &amp; make a plan in case you get sick. https://t.co/juMv7KnMCz. https://t.co/2gWd1u5kHg",https://twitter.com/CDCgov/status/1238841061277040640,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sat Mar 14 18:42:00 +0000 2020,14-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1238898187676442624/video/1,http://bit.ly/37Ay6Cm,4855,1.24E+18,NA,NA,NA,en,NA,FALSE,2999,NA,NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",Everyone can help prevent the spread of #COVID19. Practice healthy habits like avoiding close contact with people who are sick. Learn more prevention tips: https://t.co/mCTZoGFRpx. https://t.co/Jm12EQkfkJ,https://twitter.com/CDCgov/status/1238898187676442624,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sat Mar 14 20:27:01 +0000 2020,14-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1238924618683031552/photo/1,https://bit.ly/38ofRQc,1417,1.24E+18,NA,NA,NA,en,NA,FALSE,964,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Older adults &amp; people w/ severe chronic health conditions: If #COVID19 starts spreading in your community, take extra measures to put distance between yourself and other people. Keep away from others who are sick, avoid crowds &amp; wash your hands often. https://t.co/SlDrVXXfCz https://t.co/i84LYdvvdH",https://twitter.com/CDCgov/status/1238924618683031552,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sat Mar 14 23:06:36 +0000 2020,14-Mar,week 6,COVID19,https://twitter.com/CDCgov/status/1238964776845422592/video/1,http://cdc.gov/COVID19,1702,1.24E+18,NA,NA,NA,en,NA,FALSE,1144,NA,NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",CDC Briefing Room: Dr. Nancy Messonnier gives an update on #COVID19. For more info visit https://t.co/pMpAwCPFVU. https://t.co/6A8jvnVn0w,https://twitter.com/CDCgov/status/1238964776845422592,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Sun Mar 15 16:14:00 +0000 2020,15-Mar,week 7,COVID19,https://twitter.com/CDCgov/status/1239223330097500160/video/1,https://bit.ly/38zjnYo,20213,1.24E+18,NA,NA,NA,en,NA,FALSE,8219,NA,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Everyone can help prevent the spread of #COVID19. Call your doctor if you develop symptoms, have been in close contact with a person known to have COVID-19, or have recently traveled from an area with widespread or ongoing community spread of COVID-19. https://t.co/ehL8kmRHaN https://t.co/Hz49Y1CYg6",https://twitter.com/CDCgov/status/1239223330097500160,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
Mon Mar 16 01:06:52 +0000 2020,16-Mar,week 7,COVID19,https://twitter.com/CDCgov/status/1239357433383960576/photo/1,https://bit.ly/3ahDsU2,14180,1.24E+18,NA,NA,NA,en,NA,FALSE,10639,NA,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","New: Starting immediately and for the next 8 weeks, CDC recommends cancelling all events of 50 or more people. Full recommendation here: https://t.co/LrjUt4rl7B #COVID19 https://t.co/OroIqhTYJo",https://twitter.com/CDCgov/status/1239357433383960576,Fri May 21 19:40:40 +0000 2010,CDCgov,FALSE,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq,522,2515380,266,17081,"Atlanta, GA",CDC,CDCgov,26533,NA,http://www.cdc.gov,TRUE,Mar,2020
